homicidios_femeninos.csv,,,,,,Analisis_Temporal,,,,,Estados_Cambio,,,,,,Top_Estados_Verificacion,
entidad,anio,tasa,entidad_etiqueta,fecha,,anio,Tasa_Promedio,Tasa_Total,Tasa_Maxima,,Estado,Tasa_1990-1994,Tasa_2019-2023,Cambio_Absoluto,Cambio_Porcentual,,Estado,Tasa_Promedio_2020-2023
Morelos,2008,2.66,Morelos,2008-01-01,,,,,,,,,,,,,,
Nayarit,2008,2.83,Nayarit,2008-01-01,,,,,,,,,,,,,,
Nuevo León,2008,1.09,Nuevo León,2008-01-01,,,,,,,,,,,,,,
Oaxaca,2008,3.39,Oaxaca,2008-01-01,,,,,,,,,,,,,,
Puebla,2008,1.5,Puebla,2008-01-01,,,,,,,,,,,,,,
Querétaro,2008,1.21,Querétaro,2008-01-01,,,,,,,,,,,,,,
Quintana Roo,2008,3.25,Quintana Roo,2008-01-01,,,,,,,,,,,,,,
San Luis Potosí,2008,1.81,San Luis Potosí,2008-01-01,,,,,,,,,,,,,,
Sinaloa,2008,2.09,Sinaloa,2008-01-01,,,,,,,,,,,,,,
Sonora,2008,3.01,Sonora,2008-01-01,,,,,,,,,,,,,,
Tabasco,2008,2.25,Tabasco,2008-01-01,,,,,,,,,,,,,,
Tamaulipas,2008,2.51,Tamaulipas,2008-01-01,,,,,,,,,,,,,,
Tlaxcala,2008,2.18,Tlaxcala,2008-01-01,,,,,,,,,,,,,,
Veracruz,2008,1.45,Veracruz,2008-01-01,,,,,,,,,,,,,,
Yucatán,2008,0.71,Yucatán,2008-01-01,,,,,,,,,,,,,,
Zacatecas,2008,1.05,Zacatecas,2008-01-01,,,,,,,,,,,,,,
Aguascalientes,2009,1.81,Aguascalientes,2009-01-01,,,,,,,,,,,,,,
Baja California,2009,9.86,Baja California,2009-01-01,,,,,,,,,,,,,,
Baja California Sur,2009,1.97,Baja California Sur,2009-01-01,,,,,,,,,,,,,,
Campeche,2009,1.92,Campeche,2009-01-01,,,,,,,,,,,,,,
Coahuila,2009,1.95,Coahuila,2009-01-01,,,,,,,,,,,,,,
Colima,2009,3.07,Colima,2009-01-01,,,,,,,,,,,,,,
Chiapas,2009,2.64,Chiapas,2009-01-01,,,,,,,,,,,,,,
Chihuahua,2009,13.33,Chihuahua,2009-01-01,,,,,,,,,,,,,,
Ciudad de México,2009,2.23,Ciudad de México,2009-01-01,,,,,,,,,,,,,,
Durango,2009,6.68,Durango,2009-01-01,,,,,,,,,,,,,,
Guanajuato,2009,1.58,Guanajuato,2009-01-01,,,,,,,,,,,,,,
Guerrero,2009,8.74,Guerrero,2009-01-01,,,,,,,,,,,,,,
Hidalgo,2009,1.6,Hidalgo,2009-01-01,,,,,,,,,,,,,,
Jalisco,2009,1.62,Jalisco,2009-01-01,,,,,,,,,,,,,,
México,2009,3.57,Estado de México,2009-01-01,,,,,,,,,,,,,,
Michoacán,2009,3.53,Michoacán,2009-01-01,,,,,,,,,,,,,,
Morelos,2009,2.72,Morelos,2009-01-01,,,,,,,,,,,,,,
Nayarit,2009,3.69,Nayarit,2009-01-01,,,,,,,,,,,,,,
Nuevo León,2009,2.06,Nuevo León,2009-01-01,,,,,,,,,,,,,,
Oaxaca,2009,3.75,Oaxaca,2009-01-01,,,,,,,,,,,,,,
Puebla,2009,1.61,Puebla,2009-01-01,,,,,,,,,,,,,,
Querétaro,2009,1.28,Querétaro,2009-01-01,,,,,,,,,,,,,,
Quintana Roo,2009,1.72,Quintana Roo,2009-01-01,,,,,,,,,,,,,,
San Luis Potosí,2009,2.17,San Luis Potosí,2009-01-01,,,,,,,,,,,,,,
Sinaloa,2009,5.62,Sinaloa,2009-01-01,,,,,,,,,,,,,,
Sonora,2009,4.78,Sonora,2009-01-01,,,,,,,,,,,,,,
Tabasco,2009,2.56,Tabasco,2009-01-01,,,,,,,,,,,,,,
Tamaulipas,2009,4.23,Tamaulipas,2009-01-01,,,,,,,,,,,,,,
Tlaxcala,2009,1.48,Tlaxcala,2009-01-01,,,,,,,,,,,,,,
Veracruz,2009,2.54,Veracruz,2009-01-01,,,,,,,,,,,,,,
Yucatán,2009,0.3,Yucatán,2009-01-01,,,,,,,,,,,,,,
Zacatecas,2009,1.04,Zacatecas,2009-01-01,,,,,,,,,,,,,,
Aguascalientes,2010,1.61,Aguascalientes,2010-01-01,,,,,,,,,,,,,,
Baja California,2010,7.27,Baja California,2010-01-01,,,,,,,,,,,,,,
Baja California Sur,2010,2.85,Baja California Sur,2010-01-01,,,,,,,,,,,,,,
Campeche,2010,2.13,Campeche,2010-01-01,,,,,,,,,,,,,,
Coahuila,2010,4.25,Coahuila,2010-01-01,,,,,,,,,,,,,,
Colima,2010,1.5,Colima,2010-01-01,,,,,,,,,,,,,,
Chiapas,2010,0.88,Chiapas,2010-01-01,,,,,,,,,,,,,,
Chihuahua,2010,33.09,Chihuahua,2010-01-01,,,,,,,,,,,,,,
Ciudad de México,2010,3.07,Ciudad de México,2010-01-01,,,,,,,,,,,,,,
Durango,2010,10.72,Durango,2010-01-01,,,,,,,,,,,,,,
Guanajuato,2010,1.76,Guanajuato,2010-01-01,,,,,,,,,,,,,,
Guerrero,2010,7.12,Guerrero,2010-01-01,,,,,,,,,,,,,,
Hidalgo,2010,1.42,Hidalgo,2010-01-01,,,,,,,,,,,,,,
Jalisco,2010,2.19,Jalisco,2010-01-01,,,,,,,,,,,,,,
México,2010,3.58,Estado de México,2010-01-01,,,,,,,,,,,,,,
Michoacán,2010,2.74,Michoacán,2010-01-01,,,,,,,,,,,,,,
Morelos,2010,4.38,Morelos,2010-01-01,,,,,,,,,,,,,,
Nayarit,2010,8.85,Nayarit,2010-01-01,,,,,,,,,,,,,,
Nuevo León,2010,3.95,Nuevo León,2010-01-01,,,,,,,,,,,,,,
Oaxaca,2010,4.09,Oaxaca,2010-01-01,,,,,,,,,,,,,,
Puebla,2010,1.72,Puebla,2010-01-01,,,,,,,,,,,,,,
Querétaro,2010,0.73,Querétaro,2010-01-01,,,,,,,,,,,,,,
Quintana Roo,2010,4.54,Quintana Roo,2010-01-01,,,,,,,,,,,,,,
San Luis Potosí,2010,2.74,San Luis Potosí,2010-01-01,,,,,,,,,,,,,,
Sinaloa,2010,8.16,Sinaloa,2010-01-01,,,,,,,,,,,,,,
Sonora,2010,3.72,Sonora,2010-01-01,,,,,,,,,,,,,,
Tabasco,2010,1.9,Tabasco,2010-01-01,,,,,,,,,,,,,,
Tamaulipas,2010,6.14,Tamaulipas,2010-01-01,,,,,,,,,,,,,,
Tlaxcala,2010,1.13,Tlaxcala,2010-01-01,,,,,,,,,,,,,,
Veracruz,2010,1.49,Veracruz,2010-01-01,,,,,,,,,,,,,,
Yucatán,2010,0.3,Yucatán,2010-01-01,,,,,,,,,,,,,,
Zacatecas,2010,1.92,Zacatecas,2010-01-01,,,,,,,,,,,,,,
Aguascalientes,2011,2.37,Aguascalientes,2011-01-01,,,,,,,,,,,,,,
Baja California,2011,6.04,Baja California,2011-01-01,,,,,,,,,,,,,,
Baja California Sur,2011,3.07,Baja California Sur,2011-01-01,,,,,,,,,,,,,,
Campeche,2011,2.09,Campeche,2011-01-01,,,,,,,,,,,,,,
Coahuila,2011,4.61,Coahuila,2011-01-01,,,,,,,,,,,,,,
Colima,2011,4.99,Colima,2011-01-01,,,,,,,,,,,,,,
Chiapas,2011,1.01,Chiapas,2011-01-01,,,,,,,,,,,,,,
Chihuahua,2011,24.34,Chihuahua,2011-01-01,,,,,,,,,,,,,,
Ciudad de México,2011,2.96,Ciudad de México,2011-01-01,,,,,,,,,,,,,,
Durango,2011,7.78,Durango,2011-01-01,,,,,,,,,,,,,,
Guanajuato,2011,2.21,Guanajuato,2011-01-01,,,,,,,,,,,,,,
Guerrero,2011,10.31,Guerrero,2011-01-01,,,,,,,,,,,,,,
Hidalgo,2011,1.96,Hidalgo,2011-01-01,,,,,,,,,,,,,,
Jalisco,2011,2.75,Jalisco,2011-01-01,,,,,,,,,,,,,,
México,2011,4.35,Estado de México,2011-01-01,,,,,,,,,,,,,,
Michoacán,2011,3.44,Michoacán,2011-01-01,,,,,,,,,,,,,,
Morelos,2011,4.84,Morelos,2011-01-01,,,,,,,,,,,,,,
Nayarit,2011,9.4,Nayarit,2011-01-01,,,,,,,,,,,,,,
Nuevo León,2011,10.0,Nuevo León,2011-01-01,,,,,,,,,,,,,,
Oaxaca,2011,3.76,Oaxaca,2011-01-01,,,,,,,,,,,,,,
Puebla,2011,2.11,Puebla,2011-01-01,,,,,,,,,,,,,,
Querétaro,2011,1.73,Querétaro,2011-01-01,,,,,,,,,,,,,,
Quintana Roo,2011,3.52,Quintana Roo,2011-01-01,,,,,,,,,,,,,,
San Luis Potosí,2011,3.73,San Luis Potosí,2011-01-01,,,,,,,,,,,,,,
Sinaloa,2011,7.42,Sinaloa,2011-01-01,,,,,,,,,,,,,,
Sonora,2011,3.8,Sonora,2011-01-01,,,,,,,,,,,,,,
Tabasco,2011,1.79,Tabasco,2011-01-01,,,,,,,,,,,,,,
Tamaulipas,2011,4.71,Tamaulipas,2011-01-01,,,,,,,,,,,,,,
Tlaxcala,2011,2.7,Tlaxcala,2011-01-01,,,,,,,,,,,,,,
Veracruz,2011,3.92,Veracruz,2011-01-01,,,,,,,,,,,,,,
Yucatán,2011,0.68,Yucatán,2011-01-01,,,,,,,,,,,,,,
Zacatecas,2011,2.41,Zacatecas,2011-01-01,,,,,,,,,,,,,,
Aguascalientes,2012,1.86,Aguascalientes,2012-01-01,,,,,,,,,,,,,,
Baja California,2012,4.61,Baja California,2012-01-01,,,,,,,,,,,,,,
Baja California Sur,2012,1.2,Baja California Sur,2012-01-01,,,,,,,,,,,,,,
Campeche,2012,3.63,Campeche,2012-01-01,,,,,,,,,,,,,,
Coahuila,2012,9.15,Coahuila,2012-01-01,,,,,,,,,,,,,,
Colima,2012,7.2,Colima,2012-01-01,,,,,,,,,,,,,,
Chiapas,2012,2.49,Chiapas,2012-01-01,,,,,,,,,,,,,,
Chihuahua,2012,14.42,Chihuahua,2012-01-01,,,,,,,,,,,,,,
Ciudad de México,2012,2.67,Ciudad de México,2012-01-01,,,,,,,,,,,,,,
Durango,2012,7.89,Durango,2012-01-01,,,,,,,,,,,,,,
Guanajuato,2012,2.25,Guanajuato,2012-01-01,,,,,,,,,,,,,,
Guerrero,2012,13.28,Guerrero,2012-01-01,,,,,,,,,,,,,,
Hidalgo,2012,2.34,Hidalgo,2012-01-01,,,,,,,,,,,,,,
Jalisco,2012,3.68,Jalisco,2012-01-01,,,,,,,,,,,,,,
México,2012,4.71,Estado de México,2012-01-01,,,,,,,,,,,,,,
Michoacán,2012,3.7,Michoacán,2012-01-01,,,,,,,,,,,,,,
Morelos,2012,6.84,Morelos,2012-01-01,,,,,,,,,,,,,,
Nayarit,2012,3.83,Nayarit,2012-01-01,,,,,,,,,,,,,,
Nuevo León,2012,6.49,Nuevo León,2012-01-01,,,,,,,,,,,,,,
Oaxaca,2012,4.35,Oaxaca,2012-01-01,,,,,,,,,,,,,,
Puebla,2012,1.92,Puebla,2012-01-01,,,,,,,,,,,,,,
Querétaro,2012,1.89,Querétaro,2012-01-01,,,,,,,,,,,,,,
Quintana Roo,2012,4.27,Quintana Roo,2012-01-01,,,,,,,,,,,,,,
San Luis Potosí,2012,3.9,San Luis Potosí,2012-01-01,,,,,,,,,,,,,,
Sinaloa,2012,4.85,Sinaloa,2012-01-01,,,,,,,,,,,,,,
Sonora,2012,3.16,Sonora,2012-01-01,,,,,,,,,,,,,,
Tabasco,2012,1.84,Tabasco,2012-01-01,,,,,,,,,,,,,,
Tamaulipas,2012,10.53,Tamaulipas,2012-01-01,,,,,,,,,,,,,,
Tlaxcala,2012,2.19,Tlaxcala,2012-01-01,,,,,,,,,,,,,,
Veracruz,2012,3.2,Veracruz,2012-01-01,,,,,,,,,,,,,,
Yucatán,2012,0.77,Yucatán,2012-01-01,,,,,,,,,,,,,,
Zacatecas,2012,7.27,Zacatecas,2012-01-01,,,,,,,,,,,,,,
Aguascalientes,2013,1.36,Aguascalientes,2013-01-01,,,,,,,,,,,,,,
Baja California,2013,4.73,Baja California,2013-01-01,,,,,,,,,,,,,,
Baja California Sur,2013,3.8,Baja California Sur,2013-01-01,,,,,,,,,,,,,,
Campeche,2013,3.12,Campeche,2013-01-01,,,,,,,,,,,,,,
Coahuila,2013,6.99,Coahuila,2013-01-01,,,,,,,,,,,,,,
Colima,2013,5.65,Colima,2013-01-01,,,,,,,,,,,,,,
Chiapas,2013,3.01,Chiapas,2013-01-01,,,,,,,,,,,,,,
Chihuahua,2013,9.88,Chihuahua,2013-01-01,,,,,,,,,,,,,,
Ciudad de México,2013,3.0,Ciudad de México,2013-01-01,,,,,,,,,,,,,,
Durango,2013,5.64,Durango,2013-01-01,,,,,,,,,,,,,,
Guanajuato,2013,2.49,Guanajuato,2013-01-01,,,,,,,,,,,,,,
Guerrero,2013,12.44,Guerrero,2013-01-01,,,,,,,,,,,,,,
Hidalgo,2013,2.1,Hidalgo,2013-01-01,,,,,,,,,,,,,,
Jalisco,2013,3.31,Jalisco,2013-01-01,,,,,,,,,,,,,,
México,2013,5.6,Estado de México,2013-01-01,,,,,,,,,,,,,,
Michoacán,2013,4.05,Michoacán,2013-01-01,,,,,,,,,,,,,,
Morelos,2013,6.54,Morelos,2013-01-01,,,,,,,,,,,,,,
Nayarit,2013,3.08,Nayarit,2013-01-01,,,,,,,,,,,,,,
Nuevo León,2013,4.47,Nuevo León,2013-01-01,,,,,,,,,,,,,,
Oaxaca,2013,5.09,Oaxaca,2013-01-01,,,,,,,,,,,,,,
Puebla,2013,3.24,Puebla,2013-01-01,,,,,,,,,,,,,,
Querétaro,2013,2.05,Querétaro,2013-01-01,,,,,,,,,,,,,,
Quintana Roo,2013,3.59,Quintana Roo,2013-01-01,,,,,,,,,,,,,,
San Luis Potosí,2013,2.5,San Luis Potosí,2013-01-01,,,,,,,,,,,,,,
Sinaloa,2013,4.44,Sinaloa,2013-01-01,,,,,,,,,,,,,,
Sonora,2013,3.75,Sonora,2013-01-01,,,,,,,,,,,,,,
Tabasco,2013,2.31,Tabasco,2013-01-01,,,,,,,,,,,,,,
Tamaulipas,2013,5.41,Tamaulipas,2013-01-01,,,,,,,,,,,,,,
Tlaxcala,2013,2.3,Tlaxcala,2013-01-01,,,,,,,,,,,,,,
Veracruz,2013,2.37,Veracruz,2013-01-01,,,,,,,,,,,,,,
Yucatán,2013,1.42,Yucatán,2013-01-01,,,,,,,,,,,,,,
Zacatecas,2013,5.95,Zacatecas,2013-01-01,,,,,,,,,,,,,,
Aguascalientes,2014,0.59,Aguascalientes,2014-01-01,,,,,,,,,,,,,,
Baja California,2014,4.61,Baja California,2014-01-01,,,,,,,,,,,,,,
Baja California Sur,2014,2.85,Baja California Sur,2014-01-01,,,,,,,,,,,,,,
Campeche,2014,2.62,Campeche,2014-01-01,,,,,,,,,,,,,,
Coahuila,2014,3.95,Coahuila,2014-01-01,,,,,,,,,,,,,,
Colima,2014,5.0,Colima,2014-01-01,,,,,,,,,,,,,,
Chiapas,2014,2.37,Chiapas,2014-01-01,,,,,,,,,,,,,,
Chihuahua,2014,9.41,Chihuahua,2014-01-01,,,,,,,,,,,,,,
Ciudad de México,2014,3.0,Ciudad de México,2014-01-01,,,,,,,,,,,,,,
Durango,2014,3.12,Durango,2014-01-01,,,,,,,,,,,,,,
Guanajuato,2014,2.27,Guanajuato,2014-01-01,,,,,,,,,,,,,,
Guerrero,2014,9.86,Guerrero,2014-01-01,,,,,,,,,,,,,,
Hidalgo,2014,2.67,Hidalgo,2014-01-01,,,,,,,,,,,,,,
Jalisco,2014,2.75,Jalisco,2014-01-01,,,,,,,,,,,,,,
México,2014,4.34,Estado de México,2014-01-01,,,,,,,,,,,,,,
Michoacán,2014,3.68,Michoacán,2014-01-01,,,,,,,,,,,,,,
Morelos,2014,5.04,Morelos,2014-01-01,,,,,,,,,,,,,,
Nayarit,2014,4.22,Nayarit,2014-01-01,,,,,,,,,,,,,,
Nuevo León,2014,2.91,Nuevo León,2014-01-01,,,,,,,,,,,,,,
Oaxaca,2014,6.62,Oaxaca,2014-01-01,,,,,,,,,,,,,,
Puebla,2014,2.86,Puebla,2014-01-01,,,,,,,,,,,,,,
Querétaro,2014,1.82,Querétaro,2014-01-01,,,,,,,,,,,,,,
Quintana Roo,2014,2.96,Quintana Roo,2014-01-01,,,,,,,,,,,,,,
San Luis Potosí,2014,2.98,San Luis Potosí,2014-01-01,,,,,,,,,,,,,,
Sinaloa,2014,5.98,Sinaloa,2014-01-01,,,,,,,,,,,,,,
Sonora,2014,4.04,Sonora,2014-01-01,,,,,,,,,,,,,,
Tabasco,2014,2.2,Tabasco,2014-01-01,,,,,,,,,,,,,,
Tamaulipas,2014,7.41,Tamaulipas,2014-01-01,,,,,,,,,,,,,,
Tlaxcala,2014,3.93,Tlaxcala,2014-01-01,,,,,,,,,,,,,,
Veracruz,2014,2.3,Veracruz,2014-01-01,,,,,,,,,,,,,,
Yucatán,2014,0.75,Yucatán,2014-01-01,,,,,,,,,,,,,,
Zacatecas,2014,2.95,Zacatecas,2014-01-01,,,,,,,,,,,,,,
Aguascalientes,2015,1.02,Aguascalientes,2015-01-01,,,,,,,,,,,,,,
Baja California,2015,6.48,Baja California,2015-01-01,,,,,,,,,,,,,,
Baja California Sur,2015,6.42,Baja California Sur,2015-01-01,,,,,,,,,,,,,,
Campeche,2015,1.94,Campeche,2015-01-01,,,,,,,,,,,,,,
Coahuila,2015,4.03,Coahuila,2015-01-01,,,,,,,,,,,,,,
Colima,2015,7.13,Colima,2015-01-01,,,,,,,,,,,,,,
Chiapas,2015,2.51,Chiapas,2015-01-01,,,,,,,,,,,,,,
Chihuahua,2015,7.08,Chihuahua,2015-01-01,,,,,,,,,,,,,,
Ciudad de México,2015,2.85,Ciudad de México,2015-01-01,,,,,,,,,,,,,,
Durango,2015,0.88,Durango,2015-01-01,,,,,,,,,,,,,,
Guanajuato,2015,3.45,Guanajuato,2015-01-01,,,,,,,,,,,,,,
Guerrero,2015,11.42,Guerrero,2015-01-01,,,,,,,,,,,,,,
Hidalgo,2015,3.3,Hidalgo,2015-01-01,,,,,,,,,,,,,,
Jalisco,2015,3.51,Jalisco,2015-01-01,,,,,,,,,,,,,,
México,2015,4.72,Estado de México,2015-01-01,,,,,,,,,,,,,,
Michoacán,2015,3.49,Michoacán,2015-01-01,,,,,,,,,,,,,,
Morelos,2015,4.69,Morelos,2015-01-01,,,,,,,,,,,,,,
Nayarit,2015,2.0,Nayarit,2015-01-01,,,,,,,,,,,,,,
Nuevo León,2015,2.09,Nuevo León,2015-01-01,,,,,,,,,,,,,,
Oaxaca,2015,4.35,Oaxaca,2015-01-01,,,,,,,,,,,,,,
Puebla,2015,2.71,Puebla,2015-01-01,,,,,,,,,,,,,,
Querétaro,2015,2.05,Querétaro,2015-01-01,,,,,,,,,,,,,,
Quintana Roo,2015,2.86,Quintana Roo,2015-01-01,,,,,,,,,,,,,,
San Luis Potosí,2015,2.81,San Luis Potosí,2015-01-01,,,,,,,,,,,,,,
Sinaloa,2015,3.36,Sinaloa,2015-01-01,,,,,,,,,,,,,,
Sonora,2015,4.27,Sonora,2015-01-01,,,,,,,,,,,,,,
Tabasco,2015,2.66,Tabasco,2015-01-01,,,,,,,,,,,,,,
Tamaulipas,2015,4.64,Tamaulipas,2015-01-01,,,,,,,,,,,,,,
Tlaxcala,2015,1.79,Tlaxcala,2015-01-01,,,,,,,,,,,,,,
Veracruz,2015,2.55,Veracruz,2015-01-01,,,,,,,,,,,,,,
Yucatán,2015,0.83,Yucatán,2015-01-01,,,,,,,,,,,,,,
Zacatecas,2015,2.56,Zacatecas,2015-01-01,,,,,,,,,,,,,,
Aguascalientes,2016,0.72,Aguascalientes,2016-01-01,,,,,,,,,,,,,,
Baja California,2016,7.61,Baja California,2016-01-01,,,,,,,,,,,,,,
Baja California Sur,2016,3.28,Baja California Sur,2016-01-01,,,,,,,,,,,,,,
Campeche,2016,2.36,Campeche,2016-01-01,,,,,,,,,,,,,,
Coahuila,2016,2.48,Coahuila,2016-01-01,,,,,,,,,,,,,,
Colima,2016,16.89,Colima,2016-01-01,,,,,,,,,,,,,,
Chiapas,2016,2.81,Chiapas,2016-01-01,,,,,,,,,,,,,,
Chihuahua,2016,9.45,Chihuahua,2016-01-01,,,,,,,,,,,,,,
Ciudad de México,2016,3.02,Ciudad de México,2016-01-01,,,,,,,,,,,,,,
Durango,2016,1.42,Durango,2016-01-01,,,,,,,,,,,,,,
Guanajuato,2016,4.16,Guanajuato,2016-01-01,,,,,,,,,,,,,,
Guerrero,2016,13.28,Guerrero,2016-01-01,,,,,,,,,,,,,,
Hidalgo,2016,2.8,Hidalgo,2016-01-01,,,,,,,,,,,,,,
Jalisco,2016,3.37,Jalisco,2016-01-01,,,,,,,,,,,,,,
México,2016,4.97,Estado de México,2016-01-01,,,,,,,,,,,,,,
Michoacán,2016,5.41,Michoacán,2016-01-01,,,,,,,,,,,,,,
Morelos,2016,8.82,Morelos,2016-01-01,,,,,,,,,,,,,,
Nayarit,2016,3.79,Nayarit,2016-01-01,,,,,,,,,,,,,,
Nuevo León,2016,2.97,Nuevo León,2016-01-01,,,,,,,,,,,,,,
Oaxaca,2016,5.45,Oaxaca,2016-01-01,,,,,,,,,,,,,,
Puebla,2016,3.04,Puebla,2016-01-01,,,,,,,,,,,,,,
Querétaro,2016,1.45,Querétaro,2016-01-01,,,,,,,,,,,,,,
Quintana Roo,2016,3.49,Quintana Roo,2016-01-01,,,,,,,,,,,,,,
San Luis Potosí,2016,2.23,San Luis Potosí,2016-01-01,,,,,,,,,,,,,,
Sinaloa,2016,5.57,Sinaloa,2016-01-01,,,,,,,,,,,,,,
Sonora,2016,3.63,Sonora,2016-01-01,,,,,,,,,,,,,,
Tabasco,2016,4.03,Tabasco,2016-01-01,,,,,,,,,,,,,,
Tamaulipas,2016,7.09,Tamaulipas,2016-01-01,,,,,,,,,,,,,,
Tlaxcala,2016,1.62,Tlaxcala,2016-01-01,,,,,,,,,,,,,,
Veracruz,2016,3.35,Veracruz,2016-01-01,,,,,,,,,,,,,,
Yucatán,2016,0.81,Yucatán,2016-01-01,,,,,,,,,,,,,,
Zacatecas,2016,9.58,Zacatecas,2016-01-01,,,,,,,,,,,,,,
Aguascalientes,2017,0.99,Aguascalientes,2017-01-01,,,,,,,,,,,,,,
Baja California,2017,11.37,Baja California,2017-01-01,,,,,,,,,,,,,,
Baja California Sur,2017,21.38,Baja California Sur,2017-01-01,,,,,,,,,,,,,,
Campeche,2017,1.28,Campeche,2017-01-01,,,,,,,,,,,,,,
Coahuila,2017,2.26,Coahuila,2017-01-01,,,,,,,,,,,,,,
Colima,2017,20.04,Colima,2017-01-01,,,,,,,,,,,,,,
Chiapas,2017,2.31,Chiapas,2017-01-01,,,,,,,,,,,,,,
Chihuahua,2017,13.13,Chihuahua,2017-01-01,,,,,,,,,,,,,,
Ciudad de México,2017,2.95,Ciudad de México,2017-01-01,,,,,,,,,,,,,,
Durango,2017,2.93,Durango,2017-01-01,,,,,,,,,,,,,,
Guanajuato,2017,6.97,Guanajuato,2017-01-01,,,,,,,,,,,,,,
Guerrero,2017,11.36,Guerrero,2017-01-01,,,,,,,,,,,,,,
Hidalgo,2017,3.53,Hidalgo,2017-01-01,,,,,,,,,,,,,,
Jalisco,2017,3.52,Jalisco,2017-01-01,,,,,,,,,,,,,,
México,2017,5.44,Estado de México,2017-01-01,,,,,,,,,,,,,,
Michoacán,2017,6.12,Michoacán,2017-01-01,,,,,,,,,,,,,,
Morelos,2017,7.68,Morelos,2017-01-01,,,,,,,,,,,,,,
Nayarit,2017,11.12,Nayarit,2017-01-01,,,,,,,,,,,,,,
Nuevo León,2017,2.36,Nuevo León,2017-01-01,,,,,,,,,,,,,,
Oaxaca,2017,5.74,Oaxaca,2017-01-01,,,,,,,,,,,,,,
Puebla,2017,4.14,Puebla,2017-01-01,,,,,,,,,,,,,,
Querétaro,2017,3.08,Querétaro,2017-01-01,,,,,,,,,,,,,,
Quintana Roo,2017,5.49,Quintana Roo,2017-01-01,,,,,,,,,,,,,,
San Luis Potosí,2017,3.54,San Luis Potosí,2017-01-01,,,,,,,,,,,,,,
Sinaloa,2017,5.48,Sinaloa,2017-01-01,,,,,,,,,,,,,,
Sonora,2017,4.22,Sonora,2017-01-01,,,,,,,,,,,,,,
Tabasco,2017,3.54,Tabasco,2017-01-01,,,,,,,,,,,,,,
Tamaulipas,2017,7.89,Tamaulipas,2017-01-01,,,,,,,,,,,,,,
Tlaxcala,2017,2.92,Tlaxcala,2017-01-01,,,,,,,,,,,,,,
Veracruz,2017,4.65,Veracruz,2017-01-01,,,,,,,,,,,,,,
Yucatán,2017,1.15,Yucatán,2017-01-01,,,,,,,,,,,,,,
Zacatecas,2017,11.59,Zacatecas,2017-01-01,,,,,,,,,,,,,,
Aguascalientes,2018,1.11,Aguascalientes,2018-01-01,,,,,,,,,,,,,,
Baja California,2018,15.22,Baja California,2018-01-01,,,,,,,,,,,,,,
Baja California Sur,2018,6.28,Baja California Sur,2018-01-01,,,,,,,,,,,,,,
Campeche,2018,2.55,Campeche,2018-01-01,,,,,,,,,,,,,,
Coahuila,2018,1.6,Coahuila,2018-01-01,,,,,,,,,,,,,,
Colima,2018,26.37,Colima,2018-01-01,,,,,,,,,,,,,,
Chiapas,2018,1.62,Chiapas,2018-01-01,,,,,,,,,,,,,,
Chihuahua,2018,13.79,Chihuahua,2018-01-01,,,,,,,,,,,,,,
Ciudad de México,2018,2.85,Ciudad de México,2018-01-01,,,,,,,,,,,,,,
Durango,2018,2.16,Durango,2018-01-01,,,,,,,,,,,,,,
Guanajuato,2018,11.31,Guanajuato,2018-01-01,,,,,,,,,,,,,,
Guerrero,2018,12.22,Guerrero,2018-01-01,,,,,,,,,,,,,,
Hidalgo,2018,2.98,Hidalgo,2018-01-01,,,,,,,,,,,,,,
Jalisco,2018,6.28,Jalisco,2018-01-01,,,,,,,,,,,,,,
México,2018,5.38,Estado de México,2018-01-01,,,,,,,,,,,,,,
Michoacán,2018,7.4,Michoacán,2018-01-01,,,,,,,,,,,,,,
Morelos,2018,8.03,Morelos,2018-01-01,,,,,,,,,,,,,,
Nayarit,2018,5.99,Nayarit,2018-01-01,,,,,,,,,,,,,,
Nuevo León,2018,3.19,Nuevo León,2018-01-01,,,,,,,,,,,,,,
Oaxaca,2018,5.7,Oaxaca,2018-01-01,,,,,,,,,,,,,,
Puebla,2018,3.77,Puebla,2018-01-01,,,,,,,,,,,,,,
Querétaro,2018,2.65,Querétaro,2018-01-01,,,,,,,,,,,,,,
Quintana Roo,2018,10.07,Quintana Roo,2018-01-01,,,,,,,,,,,,,,
San Luis Potosí,2018,3.79,San Luis Potosí,2018-01-01,,,,,,,,,,,,,,
Sinaloa,2018,2.99,Sinaloa,2018-01-01,,,,,,,,,,,,,,
Sonora,2018,4.4,Sonora,2018-01-01,,,,,,,,,,,,,,
Tabasco,2018,3.94,Tabasco,2018-01-01,,,,,,,,,,,,,,
Tamaulipas,2018,6.34,Tamaulipas,2018-01-01,,,,,,,,,,,,,,
Tlaxcala,2018,2.75,Tlaxcala,2018-01-01,,,,,,,,,,,,,,
Veracruz,2018,3.26,Veracruz,2018-01-01,,,,,,,,,,,,,,
Yucatán,2018,0.78,Yucatán,2018-01-01,,,,,,,,,,,,,,
Zacatecas,2018,11.3,Zacatecas,2018-01-01,,,,,,,,,,,,,,
Aguascalientes,2019,0.96,Aguascalientes,2019-01-01,,,,,,,,,,,,,,
Baja California,2019,14.07,Baja California,2019-01-01,,,,,,,,,,,,,,
Baja California Sur,2019,3.33,Baja California Sur,2019-01-01,,,,,,,,,,,,,,
